ID PThresh OR Pvalue Beta SE CI95_lower CI95_upper NAnnotThesh NAnnot NThresh N linkID Annotation Celltype Tissue Type Category
1 0.01 0.807067864838407 0.388613204569045 -0.214347519033114 0.248624062434587 -0.701650681404905 0.272955643338676 38 255 138 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 0.001 0.873891073222245 0.646266399963273 -0.134799541274085 0.293709640321499 -0.710470436304223 0.440871353756052 25 255 88 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-04 0.799194149035298 0.500415110986121 -0.224151372701497 0.332649376004857 -0.876144149671016 0.427841404268022 18 255 64 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-05 0.822986184126367 0.614432145714755 -0.194815865655735 0.386725870653042 -0.952798572135696 0.563166840824227 12 255 45 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 5e-08 1.47863017572128 0.40341062497966 0.391116102238639 0.468096698413166 -0.526353426651167 1.30858563112844 10 255 26 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-09 0.834981141837749 0.792306034924611 -0.180346139011769 0.684900484764859 -1.52275108915089 1.16205881112735 5 255 16 843 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
2 0.01 0.740428848917495 0.247297959098615 -0.30052573507983 0.259759732061153 -0.80965480991969 0.20860333976003 32 234 138 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 0.001 0.667995256010527 0.21174643486455 -0.403474207251357 0.323095331304552 -1.03674105660828 0.229792642105565 18 234 88 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-04 0.866031161180154 0.674217335012788 -0.143834388180057 0.342163802244887 -0.814475440580035 0.526806664219921 16 234 64 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-05 1.1861168237086 0.654114501767983 0.170684798008311 0.380947260832051 -0.575971833222509 0.917341429239131 12 234 45 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 5e-08 0.733780510961035 0.565734278405673 -0.309545326474658 0.538953518839764 -1.3658942234006 0.746803570451279 5 234 26 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-09 0.759930934756874 0.693715861702834 -0.274527725151075 0.697093956524535 -1.64083187993916 1.09177642963701 3 234 16 843 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
