ID PThresh OR Pvalue Beta SE CI95_lower CI95_upper NAnnotThesh NAnnot NThresh N linkID Annotation Celltype Tissue Type Category
1 0.01 0.737332211675996 0.0604342728635297 -0.304716726244265 0.162289513498729 -0.622804172701774 0.0133707202132439 84 725 304 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 0.001 0.857668248958914 0.537883847875082 -0.153537910490009 0.249243312168465 -0.642054802340201 0.334978981360182 33 725 110 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-04 0.898667497402534 0.759267289500812 -0.106842171209128 0.348652548947624 -0.790201167146472 0.576516824728216 16 725 55 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-05 0.713679904926634 0.478542258944893 -0.337320729592297 0.476005303327395 -1.27029112411399 0.595649664929397 9 725 34 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 5e-08 0.342833513970643 0.164943503749704 -1.07051033166196 0.77090787722538 -2.58148977102371 0.440469107699781 3 725 19 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-09 0.509092654923084 0.39745160817078 -0.675125245749946 0.797849396994235 -2.23891006385865 0.888659572358754 3 725 14 2286 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
2 0.01 1.1299800706044 0.431311021935489 0.122199995935451 0.155283011129214 -0.182154705877809 0.42655469774871 89 614 304 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 0.001 1.27595042351711 0.299584574335805 0.243691331124782 0.234922912025689 -0.216757576445569 0.704140238695132 35 614 110 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-04 1.53931288716342 0.176850569794912 0.431336139692278 0.319386208235366 -0.19466082844904 1.0573331078336 20 614 55 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-05 2.40342359998627 0.0282667866059815 0.876894220863622 0.399757800290044 0.0933689322951359 1.66041950943211 15 614 34 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 5e-08 6.11182296382461 0.00125572544612791 1.81022508610188 0.561151647763585 0.710367856485256 2.91008231571851 11 614 19 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-09 9.11813489608923 0.00153240395750894 2.21026527616407 0.69757993112446 0.843008611160129 3.57752194116801 9 614 14 2286 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
3 0.01 1.39276557202809 0.148434068859499 0.331291390633945 0.229253945107062 -0.118046341775897 0.780629123043787 38 201 304 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 0.001 1.82802444365463 0.0607274768132621 0.603235844744872 0.321644389418291 -0.0271871585149779 1.23365884800472 17 201 110 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-04 2.31833679637358 0.042786595562402 0.840850030469048 0.415073225841243 0.0273065078202115 1.65439355311789 11 201 55 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-05 2.66613843071143 0.0639170219038748 0.980631144906397 0.529281768849697 -0.0567611220390082 2.0180234118518 7 201 34 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 5e-08 4.58574426281252 0.0167954315843784 1.52295241812121 0.636910620320225 0.274607602293571 2.77129723394885 5 201 19 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-09 3.21730462127089 0.167306616831465 1.16854393487465 0.846212921416512 -0.490033391101712 2.82712126085102 2 201 14 2286 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
4 0.01 0.943392426330577 0.726053342619758 -0.0582729362216768 0.166313413477407 -0.384247226637394 0.267701354194041 67 505 304 2286 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
