ID PThresh OR Pvalue Beta SE CI95_lower CI95_upper NAnnotThesh NAnnot NThresh N linkID Annotation Celltype Tissue Type Category
1 0.01 0.903581242992565 0.535794447845172 -0.101389252690765 0.163746282022856 -0.422331965455563 0.219553460074032 87 739 272 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 0.001 0.562189956742131 0.0360154120540476 -0.575915484877506 0.274670110989312 -1.11426890241656 -0.0375620673384531 29 739 110 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-04 0.616257468855197 0.148972989679983 -0.48409043385252 0.335435819733324 -1.14154464052984 0.173363772824795 19 739 65 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-05 0.47413206643362 0.101581544562915 -0.746269374926755 0.455811011637334 -1.63965895773593 0.14712020788242 12 739 43 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 5e-08 2.72567480579601e-08 0.988138764742519 -17.4179647113392 1171.63288004988 -2313.8184096091 2278.98248018642 4 739 27 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
1 1e-09 3.59036395551338e-08 0.987990804672719 -17.142427166225 1138.89075409096 -2249.36830518451 2215.08345085206 2 739 21 2164 0 cisCRDQTLs_hist_mono_mean.txt 0 0 0 0
2 0.01 0.85369448689905 0.374073269861866 -0.158181892877029 0.177958530214568 -0.506980612097583 0.190616826343525 62 526 272 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 0.001 0.827488601785267 0.478855599374384 -0.189359946103408 0.26740301881628 -0.713469862983317 0.3347499707765 27 526 110 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-04 0.963152428163762 0.906685288730112 -0.0375435950121404 0.320281703807557 -0.665295734474953 0.590208544450672 15 526 65 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-05 0.576713311576492 0.228448350706427 -0.550409996302744 0.457012433851091 -1.44615436665088 0.345334374045394 6 526 43 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 5e-08 0.580649638796057 0.330971791146835 -0.543607735358837 0.559176137158815 -1.63959296419011 0.552377493472441 4 526 27 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
2 1e-09 0.771442670366743 0.651778541905808 -0.259492919250763 0.574999038364988 -1.38649103444614 0.867505195944615 4 526 21 2164 1 cisCRDQTLs_hist_neut_mean.txt 0 0 0 0
3 0.01 1.32478911770356 0.237637187289612 0.281253290321307 0.238165919830668 -0.185551912546802 0.748058493189416 38 188 272 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 0.001 2.10162824159911 0.0147876097882855 0.742712397440845 0.304697618745534 0.145505064699599 1.33991973018209 23 188 110 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-04 2.06073869505916 0.0531031718412355 0.723064508358064 0.373854308678086 -0.00968993665098439 1.45581895336711 13 188 65 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-05 2.65036678725214 0.0228143189017654 0.974698040704139 0.428150793047613 0.135522486330818 1.81387359507746 10 188 43 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 5e-08 2.38750622329432 0.101415193433844 0.870249399984775 0.531277682776137 -0.171054858256453 1.911553658226 6 188 27 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
3 1e-09 2.2600934836048 0.169046673581081 0.815406176855615 0.592904746395817 -0.346687126080186 1.97749947979142 5 188 21 2164 2 cisCRDQTLs_hist_tcell_mean.txt 0 0 0 0
4 0.01 1.15718655511914 0.391333449567418 0.145991675593261 0.170311939117079 -0.187819725076214 0.479803076262737 68 466 272 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
4 0.001 1.24176173555804 0.379771210749975 0.216531125782523 0.24652932560307 -0.266666352399495 0.699728603964541 29 466 110 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
4 1e-04 0.780284897299044 0.464412433578072 -0.248096173039627 0.339114267722203 -0.912760137775145 0.416567791695891 12 466 65 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
4 1e-05 0.567625208174669 0.218134663467394 -0.566293922817259 0.459839529908476 -1.46757940143787 0.334991555803355 6 466 43 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
4 5e-08 1.01109673803779 0.981992322779371 0.011035620958093 0.488925022756441 -0.947257423644532 0.969328665560718 6 466 27 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
4 1e-09 1.32556304481195 0.580760728988237 0.281837308657689 0.510321641139416 -0.718393107975566 1.28206772529094 6 466 21 2164 3 cisCRDQTLs_methyl_mono_mean.txt 0 0 0 0
5 0.01 1.3767851736559 0.0576180738805531 0.319751197158705 0.16841486277707 -0.010341933884352 0.649844328201763 72 446 272 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
5 0.001 1.37295818208624 0.199593114343423 0.316967668992239 0.247107498574884 -0.167363028214532 0.801298366199011 27 446 110 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
5 1e-04 1.90789036568069 0.0267186683851938 0.645998111040116 0.291567560992815 0.074525691494199 1.21747053058603 20 446 65 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
5 1e-05 2.13570204006561 0.0321001375575091 0.758795417016402 0.354054250732869 0.064849085579979 1.45274174845283 14 446 43 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
5 5e-08 4.47252850781346 0.000528998272451045 1.49795391040244 0.432231822209337 0.650779538872137 2.34512828193274 13 446 27 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
5 1e-09 4.54566169181646 0.00154077323381103 1.51417330379102 0.478125909680424 0.577046520817384 2.45130008676465 11 446 21 2164 4 cisCRDQTLs_methyl_neut_mean.txt 0 0 0 0
6 0.01 0.8697181991423 0.460123691797942 -0.139586028835208 0.188976262222032 -0.509979502790391 0.230807445119976 53 405 272 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 0.001 1.00890225196976 0.973656909250491 0.00886286053373628 0.268391232160084 -0.517183954500028 0.534909675567501 22 405 110 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-04 1.04417719536566 0.895428188372292 0.043229202420136 0.328892221035403 -0.601399550809255 0.687857955649527 13 405 65 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-05 1.12016109381684 0.774922687942778 0.113472508728954 0.396837760507729 -0.664329501866196 0.891274519324103 9 405 43 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 5e-08 0.907379923695899 0.850580405145749 -0.0971940370842098 0.515952377978803 -1.10846069792266 0.914072623754245 5 405 27 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-09 0.863409806974175 0.798513020704074 -0.146865837372829 0.575330763166168 -1.27451413317852 0.980782458432861 4 405 21 2164 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
7 0.01 1.88586259473633e-05 0.973276791134216 -10.8785401388021 324.743789648921 -647.376367850687 625.619287573083 0 1 272 2164 6 trans_aCRDQTLs_MON.txt 0 0 0 0
